w:jsonld, 7847815.22
w:provn, 2425632.2
deep copy, 1083597.32
r:jsonld, 5633606.745, 5.198985491215501, 2.179850411852653
r:provn, 1.2645599555E7
r:json, 1500803.295
r:scala, 2.6794437975E7
deep copy sc, 5808822.28
w:pjson, 5048435.8
r:pjson, 6407521.77
