Number,Type
127,"Set(Usd(Set(Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:BallCollection))), Wdf(Set(Prim(pgo:Pokestop), Ent()),Set(Act(), Prim(pgo:BallCollection))), Wgb(Set(Act(), Prim(pgo:BallCollection))))), Usd(Set(Prim(pgo:Player), Ent())), Prim(pgo:PokemonDispose), Usd(Set(Wdf(Set(Prim(pgo:PokemonWeak), Ent()),Set(Act(), Prim(pgo:PokemonCapture))), Wgb(Set(Act(), Prim(pgo:PokemonCapture))), Winvb(Set(Prim(pgo:PokemonDispose), Act())), Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:PokemonCapture))))), Act(), Usd(Set(Wdf(Set(Wgb(Set(Act(), Prim(pgo:PokemonCapture))), Wdf(Set(Prim(pgo:PokemonNormal), Ent()),Set(Act(), Prim(pgo:PokemonCapture))), Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:PokemonCapture)))),Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:Pokestop), Ent())))), Wgb(Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:Pokestop), Ent())))))), Usd(Set(Winvb(Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:PokemonWeak), Ent())))), Wgb(Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:PokemonWeak), Ent())))), Wdf(Set(Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:BallCollection))), Wdf(Set(Prim(pgo:Pokestop), Ent()),Set(Act(), Prim(pgo:BallCollection))), Wgb(Set(Act(), Prim(pgo:BallCollection)))),Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:PokemonWeak), Ent())))))), Usd(Set(Prim(pgo:PokemonWeak), Ent())))"
128,"Set(Wdf(Set(Wgb(Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:PokemonWeak), Ent())))), Wdf(Set(Wdf(Set(Prim(pgo:PokemonWeak), Ent()),Set(Act(), Prim(pgo:PokemonCapture))), Wgb(Set(Act(), Prim(pgo:PokemonCapture))), Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:PokemonCapture)))),Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:PokemonWeak), Ent()))))),Set(Usd(Set(Wdf(Set(Prim(pgo:Player), Ent()),Set(Prim(pgo:PokemonDispose), Act())), Wgb(Set(Prim(pgo:PokemonDispose), Act())))))), Wgb(Set(Act(), Prim(pgo:PokemonCapture))), Winvb(Set(Prim(pgo:PokemonDispose), Act())), Prim(pgo:PokemonNormal), Winvb(Set(Usd(Set(Wgb(Set(Act(), Prim(pgo:PokemonCapture))), Wdf(Set(Prim(pgo:PokemonNormal), Ent()),Set(Act(), Prim(pgo:PokemonCapture))), Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:PokemonCapture))))), Usd(Set(Wgb(Set(Act(), Prim(pgo:PokemonCapture))), Winvb(Set(Prim(pgo:PokemonDispose), Act())), Wdf(Set(Prim(pgo:PokemonNormal), Ent()),Set(Act(), Prim(pgo:PokemonCapture))), Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:PokemonCapture))))))), Wgb(Set(Usd(Set(Wdf(Set(Prim(pgo:Player), Ent()),Set(Prim(pgo:PokemonDispose), Act())), Wgb(Set(Prim(pgo:PokemonDispose), Act())))))), Wdf(Set(Prim(pgo:PokemonNormal), Ent()),Set(Act(), Prim(pgo:PokemonCapture))), Wdf(Set(Wdf(Set(Prim(pgo:Player), Ent()),Set(Prim(pgo:PokemonDispose), Act())), Wgb(Set(Prim(pgo:PokemonDispose), Act()))),Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:PokemonNormal), Ent())))), Wgb(Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:PokemonNormal), Ent())))), Winvb(Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:PokemonNormal), Ent())))), Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:PokemonCapture))), Ent())"
129,"Set(Usd(Set(Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:BallCollection))), Wdf(Set(Prim(pgo:Pokestop), Ent()),Set(Act(), Prim(pgo:BallCollection))), Wgb(Set(Act(), Prim(pgo:BallCollection))))), Usd(Set(Prim(pgo:Player), Ent())), Act(), Prim(pgo:BallCollection), Usd(Set(Prim(pgo:Pokestop), Ent())), Usd(Set(Wdf(Set(Wdf(Set(Prim(pgo:Player), Ent()),Set(Prim(pgo:PokemonDispose), Act())), Wgb(Set(Prim(pgo:PokemonDispose), Act()))),Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:Pokestop), Ent())))), Wgb(Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:Pokestop), Ent())))), Wdf(Set(Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:BallCollection))), Wdf(Set(Prim(pgo:Pokestop), Ent()),Set(Act(), Prim(pgo:BallCollection))), Wgb(Set(Act(), Prim(pgo:BallCollection)))),Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:Pokestop), Ent())))))))"
130,"Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Wdf(Set(Wgb(Set(Act(), Prim(pgo:PokemonCapture))), Wdf(Set(Prim(pgo:PokemonNormal), Ent()),Set(Act(), Prim(pgo:PokemonCapture))), Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:PokemonCapture)))),Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:PokemonNormal), Ent())))), Wgb(Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:PokemonNormal), Ent())))))), Usd(Set(Prim(pgo:PokemonStrong), Ent())), Act(), Usd(Set(Wdf(Set(Prim(pgo:Player), Ent()),Set(Prim(pgo:PokemonDispose), Act())), Wgb(Set(Prim(pgo:PokemonDispose), Act())))), Prim(pgo:PokemonCapture))"
131,"Set(Wgb(Set(Act(), Prim(pgo:PokemonCapture))), Wdf(Set(Prim(pgo:PokemonNormal), Ent()),Set(Act(), Prim(pgo:PokemonCapture))), Wgb(Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:PokemonNormal), Ent())))), Wdf(Set(Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:BallCollection))), Wdf(Set(Prim(pgo:Pokestop), Ent()),Set(Act(), Prim(pgo:BallCollection))), Wgb(Set(Act(), Prim(pgo:BallCollection)))),Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:PokemonNormal), Ent())))), Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:PokemonCapture))), Prim(pgo:Player), Wdf(Set(Wdf(Set(Wgb(Set(Act(), Prim(pgo:PokemonCapture))), Wdf(Set(Prim(pgo:PokemonNormal), Ent()),Set(Act(), Prim(pgo:PokemonCapture))), Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:PokemonCapture)))),Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:Pokestop), Ent())))), Wgb(Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:Pokestop), Ent()))))),Set(Usd(Set(Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:BallCollection))), Wdf(Set(Prim(pgo:Pokestop), Ent()),Set(Act(), Prim(pgo:BallCollection))), Wgb(Set(Act(), Prim(pgo:BallCollection))))))), Wgb(Set(Usd(Set(Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:BallCollection))), Wdf(Set(Prim(pgo:Pokestop), Ent()),Set(Act(), Prim(pgo:BallCollection))), Wgb(Set(Act(), Prim(pgo:BallCollection))))))), Ent())"
132,"Set(Wdf(Set(Wdf(Set(Prim(pgo:Player), Ent()),Set(Prim(pgo:PokemonDispose), Act())), Wgb(Set(Prim(pgo:PokemonDispose), Act()))),Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:PokemonStrong), Ent())))), Wdf(Set(Wdf(Set(Wgb(Set(Act(), Prim(pgo:PokemonCapture))), Wdf(Set(Prim(pgo:PokemonNormal), Ent()),Set(Act(), Prim(pgo:PokemonCapture))), Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:PokemonCapture)))),Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:PokemonNormal), Ent())))), Wgb(Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:PokemonNormal), Ent()))))),Set(Usd(Set(Wdf(Set(Prim(pgo:Player), Ent()),Set(Prim(pgo:PokemonDispose), Act())), Wgb(Set(Prim(pgo:PokemonDispose), Act())))))), Wgb(Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:PokemonStrong), Ent())))), Wgb(Set(Act(), Prim(pgo:PokemonCapture))), Wgb(Set(Usd(Set(Wdf(Set(Prim(pgo:Player), Ent()),Set(Prim(pgo:PokemonDispose), Act())), Wgb(Set(Prim(pgo:PokemonDispose), Act())))))), Wdf(Set(Prim(pgo:PokemonStrong), Ent()),Set(Act(), Prim(pgo:PokemonCapture))), Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:PokemonCapture))), Prim(pgo:Player), Ent())"
133,"Set(Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:BallCollection))), Wdf(Set(Wdf(Set(Wdf(Set(Prim(pgo:Player), Ent()),Set(Prim(pgo:PokemonDispose), Act())), Wgb(Set(Prim(pgo:PokemonDispose), Act()))),Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:PokemonStrong), Ent())))), Wgb(Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:PokemonStrong), Ent()))))),Set(Usd(Set(Wgb(Set(Act(), Prim(pgo:PokemonCapture))), Wdf(Set(Prim(pgo:PokemonStrong), Ent()),Set(Act(), Prim(pgo:PokemonCapture))), Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:PokemonCapture))))))), Wdf(Set(Wgb(Set(Act(), Prim(pgo:PokemonCapture))), Wdf(Set(Prim(pgo:PokemonStrong), Ent()),Set(Act(), Prim(pgo:PokemonCapture))), Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:PokemonCapture)))),Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:Pokestop), Ent())))), Wdf(Set(Prim(pgo:Pokestop), Ent()),Set(Act(), Prim(pgo:BallCollection))), Wgb(Set(Act(), Prim(pgo:BallCollection))), Wgb(Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:Pokestop), Ent())))), Prim(pgo:Player), Ent(), Wgb(Set(Usd(Set(Wgb(Set(Act(), Prim(pgo:PokemonCapture))), Wdf(Set(Prim(pgo:PokemonStrong), Ent()),Set(Act(), Prim(pgo:PokemonCapture))), Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:PokemonCapture))))))))"
134,"Set(Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:BallCollection))), Wdf(Set(Prim(pgo:Pokestop), Ent()),Set(Act(), Prim(pgo:BallCollection))), Wdf(Set(Wdf(Set(Prim(pgo:PokemonWeak), Ent()),Set(Act(), Prim(pgo:PokemonCapture))), Wgb(Set(Act(), Prim(pgo:PokemonCapture))), Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:PokemonCapture)))),Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:Pokestop), Ent())))), Wgb(Set(Act(), Prim(pgo:BallCollection))), Prim(pgo:Pokestop), Wdf(Set(Wgb(Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:PokemonWeak), Ent())))), Wdf(Set(Wdf(Set(Prim(pgo:Player), Ent()),Set(Prim(pgo:PokemonDispose), Act())), Wgb(Set(Prim(pgo:PokemonDispose), Act()))),Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:PokemonWeak), Ent()))))),Set(Usd(Set(Wdf(Set(Prim(pgo:PokemonWeak), Ent()),Set(Act(), Prim(pgo:PokemonCapture))), Wgb(Set(Act(), Prim(pgo:PokemonCapture))), Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:PokemonCapture))))))), Wgb(Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:Pokestop), Ent())))), Ent(), Wgb(Set(Usd(Set(Wdf(Set(Prim(pgo:PokemonWeak), Ent()),Set(Act(), Prim(pgo:PokemonCapture))), Wgb(Set(Act(), Prim(pgo:PokemonCapture))), Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:PokemonCapture))))))))"
135,"Set(Usd(Set(Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:BallCollection))), Wdf(Set(Prim(pgo:Pokestop), Ent()),Set(Act(), Prim(pgo:BallCollection))), Wgb(Set(Act(), Prim(pgo:BallCollection))))), Usd(Set(Wdf(Set(Wgb(Set(Act(), Prim(pgo:PokemonCapture))), Wdf(Set(Prim(pgo:PokemonStrong), Ent()),Set(Act(), Prim(pgo:PokemonCapture))), Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:PokemonCapture)))),Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:Pokestop), Ent())))), Wgb(Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:Pokestop), Ent())))))), Usd(Set(Wdf(Set(Wdf(Set(Prim(pgo:Player), Ent()),Set(Prim(pgo:PokemonDispose), Act())), Wgb(Set(Prim(pgo:PokemonDispose), Act()))),Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:PokemonNormal), Ent())))), Winvb(Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:PokemonNormal), Ent())))), Wgb(Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:PokemonNormal), Ent())))))), Usd(Set(Prim(pgo:Player), Ent())), Prim(pgo:PokemonDispose), Act(), Usd(Set(Prim(pgo:PokemonNormal), Ent())), Usd(Set(Wgb(Set(Act(), Prim(pgo:PokemonCapture))), Winvb(Set(Prim(pgo:PokemonDispose), Act())), Wdf(Set(Prim(pgo:PokemonNormal), Ent()),Set(Act(), Prim(pgo:PokemonCapture))), Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:PokemonCapture))))))"
136,"Set(Wdf(Set(Wdf(Set(Prim(pgo:Player), Ent()),Set(Prim(pgo:PokemonDispose), Act())), Wgb(Set(Prim(pgo:PokemonDispose), Act()))),Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:PokemonStrong), Ent())))), Wdf(Set(Wgb(Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:PokemonWeak), Ent())))), Wdf(Set(Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:BallCollection))), Wdf(Set(Prim(pgo:Pokestop), Ent()),Set(Act(), Prim(pgo:BallCollection))), Wgb(Set(Act(), Prim(pgo:BallCollection)))),Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:PokemonWeak), Ent()))))),Set(Usd(Set(Wdf(Set(Prim(pgo:Player), Ent()),Set(Prim(pgo:PokemonDispose), Act())), Wgb(Set(Prim(pgo:PokemonDispose), Act())))))), Prim(pgo:PokemonStrong), Wgb(Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:PokemonStrong), Ent())))), Wgb(Set(Act(), Prim(pgo:PokemonCapture))), Wgb(Set(Usd(Set(Wdf(Set(Prim(pgo:Player), Ent()),Set(Prim(pgo:PokemonDispose), Act())), Wgb(Set(Prim(pgo:PokemonDispose), Act())))))), Wdf(Set(Prim(pgo:PokemonStrong), Ent()),Set(Act(), Prim(pgo:PokemonCapture))), Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:PokemonCapture))), Ent())"
137,"Set(Wgb(Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:PokemonWeak), Ent())))), Wdf(Set(Wdf(Set(Wgb(Set(Act(), Prim(pgo:PokemonCapture))), Wdf(Set(Prim(pgo:PokemonNormal), Ent()),Set(Act(), Prim(pgo:PokemonCapture))), Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:PokemonCapture)))),Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:Pokestop), Ent())))), Wgb(Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:Pokestop), Ent()))))),Set(Usd(Set(Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:BallCollection))), Wdf(Set(Prim(pgo:Pokestop), Ent()),Set(Act(), Prim(pgo:BallCollection))), Wgb(Set(Act(), Prim(pgo:BallCollection))))), Usd(Set(Wdf(Set(Prim(pgo:PokemonWeak), Ent()),Set(Act(), Prim(pgo:PokemonCapture))), Wgb(Set(Act(), Prim(pgo:PokemonCapture))), Winvb(Set(Prim(pgo:PokemonDispose), Act())), Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:PokemonCapture))))))), Wgb(Set(Usd(Set(Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:BallCollection))), Wdf(Set(Prim(pgo:Pokestop), Ent()),Set(Act(), Prim(pgo:BallCollection))), Wgb(Set(Act(), Prim(pgo:BallCollection))))), Usd(Set(Wdf(Set(Prim(pgo:PokemonWeak), Ent()),Set(Act(), Prim(pgo:PokemonCapture))), Wgb(Set(Act(), Prim(pgo:PokemonCapture))), Winvb(Set(Prim(pgo:PokemonDispose), Act())), Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:PokemonCapture))))))), Wdf(Set(Prim(pgo:Player), Ent()),Set(Prim(pgo:PokemonDispose), Act())), Wgb(Set(Prim(pgo:PokemonDispose), Act())), Wdf(Set(Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:BallCollection))), Wdf(Set(Prim(pgo:Pokestop), Ent()),Set(Act(), Prim(pgo:BallCollection))), Wgb(Set(Act(), Prim(pgo:BallCollection)))),Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:PokemonWeak), Ent())))), Prim(pgo:Player), Ent())"
138,"Set(Wgb(Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:PokemonWeak), Ent())))), Winvb(Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:PokemonWeak), Ent())))), Prim(pgo:PokemonWeak), Wdf(Set(Wgb(Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:PokemonWeak), Ent())))), Wdf(Set(Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:BallCollection))), Wdf(Set(Prim(pgo:Pokestop), Ent()),Set(Act(), Prim(pgo:BallCollection))), Wgb(Set(Act(), Prim(pgo:BallCollection)))),Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:PokemonWeak), Ent()))))),Set(Usd(Set(Wdf(Set(Prim(pgo:Player), Ent()),Set(Prim(pgo:PokemonDispose), Act())), Wgb(Set(Prim(pgo:PokemonDispose), Act())))))), Wdf(Set(Wdf(Set(Prim(pgo:Player), Ent()),Set(Prim(pgo:PokemonDispose), Act())), Wgb(Set(Prim(pgo:PokemonDispose), Act()))),Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:PokemonWeak), Ent())))), Wdf(Set(Prim(pgo:PokemonWeak), Ent()),Set(Act(), Prim(pgo:PokemonCapture))), Wgb(Set(Act(), Prim(pgo:PokemonCapture))), Winvb(Set(Prim(pgo:PokemonDispose), Act())), Wgb(Set(Usd(Set(Wdf(Set(Prim(pgo:Player), Ent()),Set(Prim(pgo:PokemonDispose), Act())), Wgb(Set(Prim(pgo:PokemonDispose), Act())))))), Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:PokemonCapture))), Ent(), Winvb(Set(Usd(Set(Wdf(Set(Prim(pgo:PokemonWeak), Ent()),Set(Act(), Prim(pgo:PokemonCapture))), Wgb(Set(Act(), Prim(pgo:PokemonCapture))), Winvb(Set(Prim(pgo:PokemonDispose), Act())), Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:PokemonCapture))))), Usd(Set(Wdf(Set(Prim(pgo:PokemonWeak), Ent()),Set(Act(), Prim(pgo:PokemonCapture))), Wgb(Set(Act(), Prim(pgo:PokemonCapture))), Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:PokemonCapture))))))))"
139,"Set(Wgb(Set(Act(), Prim(pgo:PokemonCapture))), Wdf(Set(Wdf(Set(Prim(pgo:PokemonWeak), Ent()),Set(Act(), Prim(pgo:PokemonCapture))), Wgb(Set(Act(), Prim(pgo:PokemonCapture))), Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:PokemonCapture)))),Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:PokemonNormal), Ent())))), Wdf(Set(Prim(pgo:PokemonNormal), Ent()),Set(Act(), Prim(pgo:PokemonCapture))), Wdf(Set(Wgb(Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:PokemonWeak), Ent())))), Wdf(Set(Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:BallCollection))), Wdf(Set(Prim(pgo:Pokestop), Ent()),Set(Act(), Prim(pgo:BallCollection))), Wgb(Set(Act(), Prim(pgo:BallCollection)))),Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:PokemonWeak), Ent()))))),Set(Usd(Set(Wdf(Set(Prim(pgo:PokemonWeak), Ent()),Set(Act(), Prim(pgo:PokemonCapture))), Wgb(Set(Act(), Prim(pgo:PokemonCapture))), Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:PokemonCapture))))))), Wgb(Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:PokemonNormal), Ent())))), Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:PokemonCapture))), Prim(pgo:Player), Ent(), Wgb(Set(Usd(Set(Wdf(Set(Prim(pgo:PokemonWeak), Ent()),Set(Act(), Prim(pgo:PokemonCapture))), Wgb(Set(Act(), Prim(pgo:PokemonCapture))), Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:PokemonCapture))))))))"
140,"Set(Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:BallCollection))), Wdf(Set(Wdf(Set(Wgb(Set(Act(), Prim(pgo:PokemonCapture))), Wdf(Set(Prim(pgo:PokemonStrong), Ent()),Set(Act(), Prim(pgo:PokemonCapture))), Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:PokemonCapture)))),Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:Pokestop), Ent())))), Wgb(Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:Pokestop), Ent()))))),Set(Usd(Set(Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:BallCollection))), Wdf(Set(Prim(pgo:Pokestop), Ent()),Set(Act(), Prim(pgo:BallCollection))), Wgb(Set(Act(), Prim(pgo:BallCollection))))), Usd(Set(Wdf(Set(Prim(pgo:Player), Ent()),Set(Prim(pgo:PokemonDispose), Act())), Wgb(Set(Prim(pgo:PokemonDispose), Act())))))), Wgb(Set(Usd(Set(Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:BallCollection))), Wdf(Set(Prim(pgo:Pokestop), Ent()),Set(Act(), Prim(pgo:BallCollection))), Wgb(Set(Act(), Prim(pgo:BallCollection))))), Usd(Set(Wdf(Set(Prim(pgo:Player), Ent()),Set(Prim(pgo:PokemonDispose), Act())), Wgb(Set(Prim(pgo:PokemonDispose), Act())))))), Wdf(Set(Prim(pgo:Pokestop), Ent()),Set(Act(), Prim(pgo:BallCollection))), Wdf(Set(Wdf(Set(Prim(pgo:Player), Ent()),Set(Prim(pgo:PokemonDispose), Act())), Wgb(Set(Prim(pgo:PokemonDispose), Act()))),Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:Pokestop), Ent())))), Wgb(Set(Act(), Prim(pgo:BallCollection))), Wgb(Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:Pokestop), Ent())))), Wdf(Set(Wgb(Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:PokemonNormal), Ent())))), Wdf(Set(Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:BallCollection))), Wdf(Set(Prim(pgo:Pokestop), Ent()),Set(Act(), Prim(pgo:BallCollection))), Wgb(Set(Act(), Prim(pgo:BallCollection)))),Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:PokemonNormal), Ent()))))),Set(Usd(Set(Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:BallCollection))), Wdf(Set(Prim(pgo:Pokestop), Ent()),Set(Act(), Prim(pgo:BallCollection))), Wgb(Set(Act(), Prim(pgo:BallCollection))))), Usd(Set(Wdf(Set(Prim(pgo:Player), Ent()),Set(Prim(pgo:PokemonDispose), Act())), Wgb(Set(Prim(pgo:PokemonDispose), Act())))))), Prim(pgo:Player), Wdf(Set(Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:BallCollection))), Wdf(Set(Prim(pgo:Pokestop), Ent()),Set(Act(), Prim(pgo:BallCollection))), Wgb(Set(Act(), Prim(pgo:BallCollection)))),Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:Pokestop), Ent())))), Ent())"
141,"Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Wdf(Set(Prim(pgo:PokemonWeak), Ent()),Set(Act(), Prim(pgo:PokemonCapture))), Wgb(Set(Act(), Prim(pgo:PokemonCapture))), Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:PokemonCapture))))), Act(), Usd(Set(Wgb(Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:PokemonWeak), Ent())))), Wdf(Set(Wdf(Set(Prim(pgo:Player), Ent()),Set(Act(), Prim(pgo:BallCollection))), Wdf(Set(Prim(pgo:Pokestop), Ent()),Set(Act(), Prim(pgo:BallCollection))), Wgb(Set(Act(), Prim(pgo:BallCollection)))),Set(Usd(Set(Prim(pgo:Player), Ent())), Usd(Set(Prim(pgo:PokemonWeak), Ent())))))), Usd(Set(Prim(pgo:PokemonNormal), Ent())), Prim(pgo:PokemonCapture))"
